"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[57]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[58]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[59]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[60]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[61]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[62]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[63]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[64]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[65]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[66]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[67]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[68]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[69]",0,-0.0173502,0,0,-0.00240103648571688,0.00554316183338289,NA,0.00531014189153301,95.8,1,NA,2.15629287665658,0
"beta[70]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[71]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[72]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[73]",0,0,0,0.0518664,0.01183748685,0.0206070520883055,NA,0.0204961086507094,99.5,1,NA,15.7352548386815,0
"beta[74]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
