"","TrueCoef","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.10","psrf","MCMC.mode"
"beta[1]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[2]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[3]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[4]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[5]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[6]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[7]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[8]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[9]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[10]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[11]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[12]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[13]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[14]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[15]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[16]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[17]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[18]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[19]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[20]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[21]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[22]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[23]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[24]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[25]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[26]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[27]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[28]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[29]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[30]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[31]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[32]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[33]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[34]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[35]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[36]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[37]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[38]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[39]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[40]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[41]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[42]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[43]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[44]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[45]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[46]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[47]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[48]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[49]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[50]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[51]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[52]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[53]",8.56701125348818,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[54]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[55]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[56]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[57]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[58]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[59]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[60]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[61]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[62]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[63]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[64]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[65]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[66]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[67]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[68]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[69]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[70]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[71]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[72]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[73]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[74]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[75]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[76]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[77]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[78]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[79]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[80]",0,-0.0482085,0,0,-0.01154612086625,0.020021135912568,NA,0.0129670351704625,64.8,2,NA,33.3098930844525,0
"beta[81]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[82]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[83]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[84]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[85]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[86]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[87]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[88]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[89]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[90]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[91]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[92]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[93]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[94]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[95]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[96]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[97]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[98]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[99]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[100]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[101]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[102]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[103]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[104]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[105]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[106]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[107]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[108]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[109]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[110]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[111]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[112]",0,0,0,0,-2.21969525e-10,1.84073932727569e-08,NA,4.32920772850793e-10,2.4,1808,NA,1.29130646979358,0
"beta[113]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[114]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[115]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[116]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[117]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[118]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[119]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[120]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[121]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[122]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[123]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[124]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[125]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[126]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[127]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[128]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[129]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[130]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[131]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[132]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[133]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[134]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[135]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[136]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[137]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[138]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[139]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[140]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[141]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[142]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[143]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[144]",0,-0.0128147,0,0,-0.0013642005080175,0.00399235154260379,NA,0.00360787007133424,90.4,1,NA,1.69047296183809,0
"beta[145]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[146]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[147]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[148]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[149]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[150]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[151]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[152]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[153]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[154]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[155]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[156]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[157]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[158]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[159]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[160]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[161]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[162]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[163]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[164]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[165]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[166]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[167]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[168]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[169]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[170]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[171]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[172]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[173]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[174]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[175]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[176]",0,-0.125491,0,0,-0.029688888175,0.0515499481590441,NA,0.041943946718319,81.4,2,NA,22.5153082984924,0
"beta[177]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[178]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[179]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[180]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[181]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[182]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[183]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[184]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[185]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[186]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[187]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[188]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[189]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[190]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[191]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[192]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[193]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[194]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[195]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[196]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[197]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[198]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[199]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[200]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[201]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[202]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[203]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[204]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[205]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[206]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[207]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[208]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[209]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[210]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[211]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[212]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[213]",13.9427196226063,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[214]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[215]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[216]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[217]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[218]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[219]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[220]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[221]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[222]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[223]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[224]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[225]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[226]",0,0,0,0.00436166,0.000651920242534125,0.00141512465980914,NA,0.00132092892507624,93.3,1,NA,2.4057272777022,0
"beta[227]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[228]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[229]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[230]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[231]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[232]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[233]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[234]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[235]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[236]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[237]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[238]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[239]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[240]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[241]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[242]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[243]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[244]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[245]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[246]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[247]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[248]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[249]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[250]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[251]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[252]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[253]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[254]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[255]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[256]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[257]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[258]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[259]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[260]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[261]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[262]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[263]",7.35194084192527,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[264]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[265]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[266]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[267]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
"beta[268]",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0
