"","sparse_dim","S_supported"
"1",12,0
"2",12,0
"3",13,0
"4",13,0
"5",13,0
"6",15,0
"7",14,0
"8",12,0
"9",12,0
"10",13,0
"11",14,0
"12",12,0
"13",12,0
"14",12,0
"15",12,0
"16",13,0
"17",14,0
"18",13,0
"19",12,0
"20",12,0
"21",12,0
"22",13,0
"23",12,0
"24",12,0
"25",15,0
"26",13,0
"27",13,0
"28",14,0
"29",14,0
"30",14,0
"31",15,0
"32",14,0
"33",14,0
"34",13,0
"35",13,0
"36",13,0
"37",13,0
"38",15,0
"39",12,0
"40",14,0
"41",12,0
"42",12,0
"43",13,0
"44",12,0
"45",13,0
"46",13,0
"47",13,0
"48",13,0
"49",12,0
"50",12,0
"51",12,0
"52",13,0
"53",13,0
"54",12,0
"55",13,0
"56",13,0
"57",12,0
"58",14,0
"59",14,0
"60",13,0
"61",13,0
"62",13,0
"63",13,0
"64",18,0
"65",14,0
"66",15,0
"67",12,0
"68",13,0
"69",13,0
"70",13,0
"71",12,0
"72",16,0
"73",14,0
"74",12,0
"75",13,0
"76",12,0
"77",13,0
"78",13,0
"79",12,0
"80",12,0
"81",13,0
"82",13,0
"83",13,0
"84",13,0
"85",14,0
"86",12,0
"87",13,0
"88",12,0
"89",15,0
"90",12,0
"91",13,0
"92",13,0
"93",12,0
"94",13,0
"95",12,0
"96",13,0
"97",14,0
"98",15,0
"99",13,0
"100",14,0
"101",15,0
"102",14,0
"103",15,0
"104",14,0
"105",15,0
"106",13,0
"107",13,0
"108",15,0
"109",14,0
"110",14,0
"111",14,0
"112",14,0
"113",13,0
"114",15,0
"115",16,0
"116",14,0
"117",15,0
"118",13,0
"119",13,0
"120",13,0
"121",12,0
"122",13,0
"123",13,0
"124",12,0
"125",15,0
"126",12,0
"127",13,0
"128",12,0
"129",13,0
"130",14,0
"131",12,0
"132",14,0
"133",12,0
"134",12,0
"135",13,0
"136",13,0
"137",12,0
"138",12,0
"139",12,0
"140",12,0
"141",14,0
"142",13,0
"143",14,0
"144",12,0
"145",12,0
"146",13,0
"147",13,0
"148",15,0
"149",13,0
"150",12,0
"151",12,0
"152",13,0
"153",14,0
"154",13,0
"155",13,0
"156",14,0
"157",14,0
"158",14,0
"159",14,0
"160",13,0
"161",13,0
"162",13,0
"163",14,0
"164",14,0
"165",12,0
"166",13,0
"167",14,0
"168",12,0
"169",12,0
"170",14,0
"171",14,0
"172",13,0
"173",15,0
"174",14,0
"175",14,0
"176",13,0
"177",13,0
"178",13,0
"179",13,0
"180",13,0
"181",13,0
"182",13,0
"183",15,0
"184",13,0
"185",12,0
"186",13,0
"187",12,0
"188",12,0
"189",13,0
"190",12,0
"191",14,0
"192",14,0
"193",15,0
"194",12,0
"195",12,0
"196",12,0
"197",12,0
"198",12,0
"199",12,0
"200",13,0
"201",12,0
"202",14,0
"203",13,0
"204",12,0
"205",13,0
"206",12,0
"207",13,0
"208",12,0
"209",12,0
"210",14,0
"211",12,0
"212",12,0
"213",13,0
"214",14,0
"215",13,0
"216",12,0
"217",14,0
"218",14,0
"219",12,0
"220",14,0
"221",13,0
"222",14,0
"223",13,0
